Code,Foods,Synonyms,energy,water,protein,fat,carbohydr.,dietary fiber,minerals,org. acids,alcohol,Vit. A,retinol,carotene,Vit. D,Vit. E (eq.),Vit. E,Vit. K,Vit. B1,Vit. B2,niacine,niacineequiv.,pantoth. acid,Vit. B6,biotine,folic acid eq.,tot. fol.acid,free fol.acid,Vit. B12,Vit. C,sodium,potassium,calcium,magnesium,phosphorus,sulfur,chlorine,iron,zinc,copper,manganese,fluorine,iodine,mannit,sorbit,xylit
ZIN0955,loder,,"       79,000",,"        0,500","        0,800","        3,200","        1,100",,,,"       24,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,200",,"        0,060","        0,030",,,"       11,000",,"        0,000","        8,000","        1,000","      107,000","       11,000","        8,000","       13,000",,,"        0,300","        0,100","        0,040","        0,100",,,,,
ZIN0956,lontong,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0957,lopis ketan,,"      787,000",,"        2,200","        4,200","       35,500","        1,300",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,020","        0,020","        0,400",,"        0,350","        0,040",,,"        5,000",,"        0,000","        0,000","        3,000","       65,000","        4,000","       14,000","       42,000",,,"        0,500","        0,400","        0,090","        0,470",,,,,
ZIN0958,lumpia,,"      527,000",,"        5,000","        3,700","       17,700","        1,000",,,,"       91,000","       32,000",,"        0,000","        0,000",,,"        0,040","        0,100","        0,400",,"        0,350","        0,040",,,"       13,000",,"        0,200","        0,000","       25,000","       69,000","       13,000","        8,000","       61,000",,,"        0,600","        0,500","        0,050","        0,220",,,,,
ZIN0959,martab ak kac abd meises?,,"     1753,000",,"        8,100","       21,500","       49,700","        1,500",,,,"       38,000","       38,000",,"        0,000","        2,000",,,"        0,070","        0,130","        1,200",,"        0,560","        0,060",,,"       23,000",,"        0,200","        0,000","       27,000","      122,000","       22,000","       25,000","      103,000",,,"        1,100","        0,700","        0,160","        0,420",,,,,
ZIN0960,martabak,,"     1335,000",,"        7,700","       18,100","       31,000","        1,300",,,,"       69,000","       39,000",,"        0,000","        2,000",,,"        0,060","        0,130","        0,700",,"        0,460","        0,060",,,"       23,000",,"        0,200","        3,000","       29,000","       94,000","       24,000","       13,000","       87,000",,,"        0,900","        0,600","        0,070","        0,310",,,,,
ZIN0961,martabak kacabd meises,,"     1736,000",,"        7,100","       20,500","       52,100","        1,100",,,,"       38,000","       38,000",,"        0,000","        1,000",,,"        0,060","        0,130","        0,500",,"        0,540","        0,050",,,"       17,000",,"        0,200","        0,000","       27,000","      105,000","       19,000","       22,000","       91,000",,,"        1,000","        0,700","        0,130","        0,360",,,,,
ZIN0962,merica,,"     1360,000",,"       12,700","       13,800","       58,200","       33,200",,,,"       99,000","        0,000",,"        0,000","        1,000",,,"        0,250","        0,280","        3,500",,"        0,100","        1,200",,,"      281,000",,"        0,000","       11,000","       52,000","     1543,000","      478,000","      254,000","      349,000",,,"       29,600","        4,100","        0,820","        4,290",,,,,
ZIN0963,merica halus,,"     1360,000",,"       12,700","       13,800","       58,200","       33,200",,,,"       99,000","        0,000",,"        0,000","        1,000",,,"        0,250","        0,280","        3,500",,"        0,100","        1,200",,,"      281,000",,"        0,000","       11,000","       52,000","     1543,000","      478,000","      254,000","      349,000",,,"       29,600","        4,100","        0,820","        4,290",,,,,
ZIN0964,milna,,"     1619,000",,"       14,000","        1,000","       78,100","        0,700",,,,"        3,000","        3,000",,"        0,000","        0,000",,,"        0,150","        0,400","        1,200",,"        1,770","        0,220",,,"       18,000",,"        0,900","        3,000","      130,000","      482,000","      315,000","       58,000","      338,000",,,"        0,500","        1,900","        0,120","        0,870",,,,,
ZIN0965,nagasari,,"      891,000",,"        2,500","        8,800","       33,500","        4,100",,,,"        6,000","        0,000",,"        0,000","        0,000",,,"        0,080","        0,100","        1,200",,"        0,700","        0,370",,,"       35,000",,"        0,000","        7,000","        6,000","      436,000","        9,000","       35,000","       49,000",,,"        0,800","        0,500","        0,200","        0,430",,,,,
ZIN0966,oncom goreng,,"     1678,000",,"        1,800","       26,100","       40,900","        0,700",,,,"        0,000","        0,000",,"        0,000","        2,000",,,"        0,020","        0,020","        0,300",,"        0,320","        0,040",,,"        3,000",,"        0,000","        0,000","        8,000","      103,000","       18,000","       16,000","       36,000",,,"        0,600","        0,400","        0,110","        0,410",,,,,
ZIN0967,onde onde,,"     1167,000",,"        3,500","       12,700","       39,400","        2,600",,,,"        1,000","        0,000",,"        0,000","        1,000",,,"        0,100","        0,040","        0,500",,"        0,220","        0,080",,,"       57,000",,"        0,000","        0,000","        2,000","      102,000","       56,000","       34,000","       81,000",,,"        1,400","        0,800","        0,290","        0,350",,,,,
ZIN0968,onde onde singkong,,"     1167,000",,"        3,500","       12,700","       39,400","        2,600",,,,"        1,000","        0,000",,"        0,000","        1,000",,,"        0,100","        0,040","        0,500",,"        0,220","        0,080",,,"       57,000",,"        0,000","        0,000","        2,000","      102,000","       56,000","       34,000","       81,000",,,"        1,400","        0,800","        0,290","        0,350",,,,,
ZIN0969,ongol-ongol,,"      602,000",,"        0,000","        0,000","       36,200","        0,100",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,020","        0,010",,,"        0,000",,"        0,000","        0,000","        8,000","       63,000","       16,000","        6,000","        6,000",,,"        0,400","        0,100","        0,060","        0,070",,,,,
ZIN0970,opak,,"     2100,000",,"        2,200","       25,600","       68,800","        3,000",,,,"       12,000","        0,000",,"        0,000","        2,000",,,"        0,260","        0,040","        1,200",,"        0,580","        0,580",,,"       30,000",,"        0,000","       60,000","        4,000","      486,000","       38,000","       20,000","      140,000",,,"        1,600","        0,600","        0,100","        0,220",,,,,
ZIN0971,opak kentang,,"     2335,000",,"        5,900","       38,400","       51,000","        3,600",,,,"        0,000","        0,000",,"        0,000","        5,000",,,"        0,210","        0,120","        3,200",,"        0,210","        0,660",,,"       45,000",,"        0,000","        8,000","      656,000","     1008,000","       24,000","       58,000","      157,000",,,"        1,500","        0,600","        0,160","        0,340",,,,,
ZIN0972,orog orog,,"      774,000",,"        1,200","        2,600","       40,800","        1,900",,,,"        5,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,020","        0,500",,"        0,260","        0,250",,,"       14,000",,"        0,000","       25,000","        3,000","      229,000","       17,000","       11,000","       67,000",,,"        0,900","        0,300","        0,080","        0,200",,,,,
ZIN0973,oseng oseng kool belu,,"      477,000",,"        0,500","       12,200","        2,300","        1,400",,,,"        7,000","        0,000",,"        0,000","        0,000",,,"        0,030","        0,030","        0,200",,"        0,070","        0,060",,,"       10,000",,"        0,000","       10,000","        4,000","       49,000","       16,000","        4,000","        8,000",,,"        0,100","        0,100","        0,010","        0,060",,,,,
ZIN0974,ote ote,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
